ASIN,RetailerId,CurrencyId,ProductId,PaymentTypeId,CustomerId,StatusId,GiftId,Order ID,Order Date,Purchase Order Number,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal Tax,Quantity,Ship Date,Item Serial Number,SalesPerson Id
B006402,1,1,2,3,1,5,null,ORD-001103,2025-03-11,PO-01103,384.18,38.42,18.2,31.57,782.06,76.84,2,2025-03-22,null,SP-038
B006920,1,1,2,1,1,8,null,ORD-001104,2025-03-13,PO-01104,492.5,49.25,16.85,60.66,1443.27,147.75,3,2025-03-08,null,SP-018
B001952,1,1,2,1,1,9,null,ORD-001105,2025-03-22,PO-01105,136.74,13.67,14.12,21.84,385.71,41.01,3,2025-03-14,null,SP-027
B003285,1,1,2,2,1,7,null,ORD-001106,2025-03-09,PO-01106,267.47,26.75,11.95,50.49,974.92,107,4,2025-03-08,null,SP-016
B006773,1,1,1,1,1,7,null,ORD-001107,2025-03-04,PO-01107,337.75,33.77,16.51,52.96,637.12,67.54,2,2025-03-03,null,SP-022
B003481,1,1,2,1,1,8,null,ORD-001108,2025-03-12,PO-01108,440.19,44.02,10.12,13.04,4711.7,440.2,10,2025-03-15,null,SP-003
B002798,1,1,2,2,1,1,null,ORD-001109,2025-03-20,PO-01109,192.97,19.3,6.55,22.73,1895.4,193,10,2025-03-04,null,SP-036
B003765,1,1,1,3,1,1,null,ORD-001110,2025-03-18,PO-01110,485.88,48.59,14.3,9.27,5252,485.9,10,2025-03-15,null,SP-003
B004628,1,1,3,1,1,7,null,ORD-001111,2025-03-01,PO-01111,495.32,49.53,14.11,34.01,2554.2,247.65,5,2025-03-09,null,SP-036
B008743,1,1,3,3,1,6,null,ORD-001112,2025-03-15,PO-01112,271.41,27.14,12.54,53.62,734.79,81.42,3,2025-03-16,null,SP-024
B007132,1,1,3,1,1,4,null,ORD-001113,2025-03-14,PO-01113,212.19,21.22,10.49,16.69,1300.32,127.32,6,2025-03-18,null,SP-012
B005178,1,1,2,3,1,9,null,ORD-001114,2025-03-10,PO-01114,481.07,48.11,5.68,38.13,982.1,96.22,2,2025-03-04,null,SP-024
B004339,1,1,1,3,1,4,null,ORD-001115,2025-03-16,PO-01115,201.19,20.12,6.49,20.72,1203.54,120.72,6,2025-03-06,null,SP-040
B003569,1,1,2,1,1,7,null,ORD-001116,2025-03-16,PO-01116,204.88,20.49,12.74,31.98,966.95,102.45,5,2025-03-16,null,SP-008
B002611,1,1,3,1,1,7,null,ORD-001117,2025-03-24,PO-01117,160.36,16.04,12.15,8.06,336.68,32.08,2,2025-03-12,null,SP-008
B003022,1,1,1,3,1,2,null,ORD-001118,2025-03-28,PO-01118,244.91,24.49,17.28,11.53,773.61,73.47,3,2025-03-10,null,SP-002
B001254,1,1,1,2,1,5,null,ORD-001119,2025-03-03,PO-01119,479.52,47.95,9.71,30.76,1986.84,191.8,4,2025-03-04,null,SP-030
B003423,1,1,3,3,1,6,null,ORD-001120,2025-03-20,PO-01120,58.61,5.86,8.87,9.94,54.53,5.86,1,2025-03-01,null,SP-015
B006575,1,1,3,1,1,9,null,ORD-001121,2025-03-20,PO-01121,243.58,24.36,14.78,19.09,1244.25,121.8,5,2025-03-01,null,SP-008
B005940,1,1,3,1,1,5,null,ORD-001122,2025-03-21,PO-01122,343.05,34.3,9.78,42.47,669.76,68.6,2,2025-03-19,null,SP-011
B002494,1,1,3,1,1,4,null,ORD-001123,2025-03-06,PO-01123,319.87,31.99,6.73,22.84,1316.08,127.96,4,2025-03-28,null,SP-009
B006562,1,1,3,2,1,7,null,ORD-001124,2025-03-05,PO-01124,93.84,9.38,7.17,17.3,257.76,28.14,3,2025-03-15,null,SP-012
B004446,1,1,1,2,1,1,null,ORD-001125,2025-03-12,PO-01125,341.34,34.13,6.81,10.8,2917.36,273.04,8,2025-03-01,null,SP-037
B005090,1,1,3,3,1,1,null,ORD-001126,2025-03-01,PO-01126,430.52,43.05,16.62,5.86,1403.13,129.15,3,2025-03-20,null,SP-036
B008166,1,1,2,3,1,1,null,ORD-001127,2025-03-20,PO-01127,482.5,48.25,8.02,44.57,1458.54,144.75,3,2025-03-25,null,SP-022
B009454,1,1,2,3,1,9,null,ORD-001128,2025-03-11,PO-01128,492.27,49.23,8.5,68.03,946.94,98.46,2,2025-03-17,null,SP-017
B007914,1,1,2,1,1,9,null,ORD-001129,2025-03-08,PO-01129,119.92,11.99,6.18,12.77,833.98,83.93,7,2025-03-22,null,SP-015
B008568,1,1,1,1,1,1,null,ORD-001130,2025-03-14,PO-01130,257.05,25.71,12.72,17.52,2121.92,205.68,8,2025-03-09,null,SP-027
B006950,1,1,2,1,1,5,null,ORD-001131,2025-03-15,PO-01131,173.85,17.39,12.57,9.84,907,86.95,5,2025-03-11,null,SP-034
B001662,1,1,2,3,1,3,null,ORD-001132,2025-03-27,PO-01132,235.74,23.57,14.65,41.91,1739.2,188.56,8,2025-03-19,null,SP-020
B006368,1,1,3,1,1,7,null,ORD-001133,2025-03-25,PO-01133,388.34,38.83,16.08,69.15,716.04,77.66,2,2025-03-28,null,SP-001
B005234,1,1,3,3,1,1,null,ORD-001134,2025-03-07,PO-01134,113.87,11.39,9.84,15.33,549.65,56.95,5,2025-03-27,null,SP-017
B006877,1,1,2,3,1,6,null,ORD-001135,2025-03-27,PO-01135,426.36,42.64,19.76,67.47,4015.3,426.4,10,2025-03-02,null,SP-003
B005228,1,1,1,1,1,4,null,ORD-001136,2025-03-17,PO-01136,277.33,27.73,16.54,2.56,2722.5,249.57,9,2025-03-25,null,SP-026
B002863,1,1,1,3,1,8,null,ORD-001137,2025-03-14,PO-01137,224.37,22.44,17.81,3.72,1944.72,179.52,8,2025-03-20,null,SP-015
B008752,1,1,1,2,1,3,null,ORD-001138,2025-03-07,PO-01138,249.08,24.91,13.09,39.98,936.04,99.64,4,2025-03-12,null,SP-002
B006962,1,1,3,2,1,6,null,ORD-001139,2025-03-22,PO-01139,203.83,20.38,19.51,17.3,1241.46,122.28,6,2025-03-01,null,SP-031
B006259,1,1,3,2,1,6,null,ORD-001140,2025-03-03,PO-01140,70.26,7.03,9.31,11.23,660.6,70.3,10,2025-03-24,null,SP-032
B001868,1,1,3,1,1,8,null,ORD-001141,2025-03-21,PO-01141,490.5,49.05,10.78,34.83,504.72,49.05,1,2025-03-27,null,SP-005
B005165,1,1,3,3,1,1,null,ORD-001142,2025-03-10,PO-01142,344.03,34.4,8.46,44.73,2669.6,275.2,8,2025-03-25,null,SP-015
B008614,1,1,3,1,1,2,null,ORD-001143,2025-03-18,PO-01143,366.04,36.6,6.29,52.83,2798.48,292.8,8,2025-03-10,null,SP-009
B009467,1,1,1,1,1,6,null,ORD-001144,2025-03-11,PO-01144,39.64,3.96,8.53,5.16,307.52,31.68,8,2025-03-27,null,SP-004
B006077,1,1,3,2,1,3,null,ORD-001145,2025-03-27,PO-01145,488.71,48.87,11.44,17.51,4160.56,390.96,8,2025-03-09,null,SP-002
B005418,1,1,3,1,1,7,null,ORD-001146,2025-03-28,PO-01146,243.5,24.35,10.81,10.26,257.59,24.35,1,2025-03-11,null,SP-017
B004916,1,1,1,2,1,9,null,ORD-001147,2025-03-16,PO-01147,345.27,34.53,8.29,7.95,2602.95,241.71,7,2025-03-21,null,SP-038
B005398,1,1,1,2,1,3,null,ORD-001148,2025-03-09,PO-01148,465.56,46.56,16.99,48.22,3711.2,372.48,8,2025-03-21,null,SP-005
B007973,1,1,3,3,1,6,null,ORD-001149,2025-03-06,PO-01149,213.03,21.3,13.59,28.24,618.27,63.9,3,2025-03-09,null,SP-005
B001473,1,1,1,1,1,8,null,ORD-001150,2025-03-25,PO-01150,96.8,9.68,5.59,10.62,287.58,29.04,3,2025-03-21,null,SP-008
B005930,1,1,3,2,1,4,null,ORD-001151,2025-03-19,PO-01151,123.68,12.37,7.62,18.53,705.12,74.22,6,2025-03-15,null,SP-025
B003598,1,1,3,3,1,6,null,ORD-001152,2025-03-13,PO-01152,414.17,41.42,8.53,40.77,3318.56,331.36,8,2025-03-20,null,SP-019
B001326,1,1,3,2,1,4,null,ORD-001153,2025-03-04,PO-01153,105.53,10.55,6.64,15.09,302.97,31.65,3,2025-03-22,null,SP-021
B002580,1,1,1,3,1,7,null,ORD-001154,2025-03-04,PO-01154,328.35,32.84,16.17,55.5,3056.9,328.4,10,2025-03-28,null,SP-019
B004444,1,1,2,1,1,8,null,ORD-001155,2025-03-14,PO-01155,100.03,10,15.81,3.39,853.12,80,8,2025-03-06,null,SP-009
B007458,1,1,2,2,1,8,null,ORD-001156,2025-03-02,PO-01156,63.78,6.38,13.7,4.21,329.75,31.9,5,2025-03-04,null,SP-038
B007018,1,1,3,3,1,9,null,ORD-001157,2025-03-09,PO-01157,475.42,47.54,12.27,60.88,2772.48,285.24,6,2025-03-26,null,SP-005
B003330,1,1,2,2,1,5,null,ORD-001158,2025-03-06,PO-01158,457.05,45.71,15.41,50.43,1809.32,182.84,4,2025-03-22,null,SP-020
B006798,1,1,1,3,1,4,null,ORD-001159,2025-03-22,PO-01159,430.24,43.02,8.72,81.97,2347.74,258.12,6,2025-03-25,null,SP-026
B006223,1,1,3,2,1,1,null,ORD-001160,2025-03-18,PO-01160,485.71,48.57,13.93,91.94,1327.02,145.71,3,2025-03-01,null,SP-009
B004493,1,1,3,3,1,1,null,ORD-001161,2025-03-01,PO-01161,237.65,23.77,6.06,11.77,1747.55,166.39,7,2025-03-22,null,SP-037
B008430,1,1,2,3,1,4,null,ORD-001162,2025-03-10,PO-01162,20.44,2.04,9,3.36,133.84,14.28,7,2025-03-13,null,SP-027
B008978,1,1,3,2,1,8,null,ORD-001163,2025-03-09,PO-01163,389.55,38.96,10.01,11.19,1251.96,116.88,3,2025-03-07,null,SP-032
B009047,1,1,3,3,1,3,null,ORD-001164,2025-03-05,PO-01164,57.57,5.76,16.74,10.42,264.55,28.8,5,2025-03-09,null,SP-028
B001737,1,1,3,1,1,8,null,ORD-001165,2025-03-19,PO-01165,252.92,25.29,19.58,9.95,1341.3,126.45,5,2025-03-18,null,SP-030
B007402,1,1,1,1,1,6,null,ORD-001166,2025-03-06,PO-01166,131.14,13.11,8.5,18.06,504.76,52.44,4,2025-03-10,null,SP-039
B004040,1,1,1,3,1,8,null,ORD-001167,2025-03-25,PO-01167,148.82,14.88,8.93,22.31,565.56,59.52,4,2025-03-08,null,SP-006
B003597,1,1,2,2,1,2,null,ORD-001168,2025-03-21,PO-01168,291.82,29.18,15.57,55.98,1325.1,145.9,5,2025-03-20,null,SP-003
B007168,1,1,1,2,1,8,null,ORD-001169,2025-03-20,PO-01169,311.31,31.13,8.87,43.74,2090.9,217.91,7,2025-03-22,null,SP-037
B008057,1,1,1,1,1,8,null,ORD-001170,2025-03-01,PO-01170,30.87,3.09,7.07,4.27,118.76,12.36,4,2025-03-02,null,SP-004
B008161,1,1,3,2,1,3,null,ORD-001171,2025-03-17,PO-01171,44.28,4.43,9.11,0.06,194.6,17.72,4,2025-03-15,null,SP-008
B005484,1,1,1,1,1,4,null,ORD-001172,2025-03-12,PO-01172,339.94,33.99,10.63,8.1,1829.15,169.95,5,2025-03-13,null,SP-030
B007733,1,1,3,1,1,5,null,ORD-001173,2025-03-28,PO-01173,352.33,35.23,5.09,3.77,3837.9,352.3,10,2025-03-26,null,SP-003
B006848,1,1,1,2,1,2,null,ORD-001174,2025-03-22,PO-01174,466.39,46.64,8.05,36.6,4764.3,466.4,10,2025-03-11,null,SP-012
B008828,1,1,2,1,1,3,null,ORD-001175,2025-03-25,PO-01175,449.15,44.91,5.16,69.58,3395.84,359.28,8,2025-03-06,null,SP-015
B004890,1,1,2,3,1,4,null,ORD-001176,2025-03-12,PO-01176,227.91,22.79,11.24,5.05,982.6,91.16,4,2025-03-11,null,SP-031
B004480,1,1,2,2,1,7,null,ORD-001177,2025-03-10,PO-01177,243.89,24.39,17.76,32.78,235.5,24.39,1,2025-03-14,null,SP-030
B009400,1,1,2,1,1,2,null,ORD-001178,2025-03-10,PO-01178,492.47,49.25,5.82,2.46,4853.34,443.25,9,2025-03-28,null,SP-032
B004142,1,1,2,2,1,7,null,ORD-001179,2025-03-02,PO-01179,136.88,13.69,11.94,18.55,1188.18,123.21,9,2025-03-10,null,SP-030
B007189,1,1,1,3,1,7,null,ORD-001180,2025-03-06,PO-01180,117.05,11.71,19.67,4.46,745.8,70.26,6,2025-03-22,null,SP-014
B004836,1,1,3,3,1,9,null,ORD-001181,2025-03-11,PO-01181,285.05,28.51,6.71,21.49,2920.7,285.1,10,2025-03-19,null,SP-019
B004716,1,1,2,2,1,3,null,ORD-001182,2025-03-10,PO-01182,456.66,45.67,19.1,23.76,4307.13,411.03,9,2025-03-28,null,SP-032
B003169,1,1,3,3,1,8,null,ORD-001183,2025-03-21,PO-01183,226.83,22.68,9.36,10.66,1194.25,113.4,5,2025-03-17,null,SP-001
B002845,1,1,3,1,1,7,null,ORD-001184,2025-03-03,PO-01184,473.77,47.38,17.85,29.89,3930.08,379.04,8,2025-03-01,null,SP-020
B007766,1,1,3,3,1,5,null,ORD-001185,2025-03-16,PO-01185,328.56,32.86,12.84,33.32,3281,328.6,10,2025-03-09,null,SP-024
B006842,1,1,1,2,1,2,null,ORD-001186,2025-03-15,PO-01186,311.59,31.16,13.96,25.33,317.42,31.16,1,2025-03-20,null,SP-004
B007101,1,1,3,3,1,2,null,ORD-001187,2025-03-22,PO-01187,62.03,6.2,11.94,9.39,176.52,18.6,3,2025-03-19,null,SP-008
B001843,1,1,1,1,1,7,null,ORD-001188,2025-03-20,PO-01188,225.16,22.52,18.89,20.67,454.02,45.04,2,2025-03-13,null,SP-021
B008968,1,1,3,3,1,3,null,ORD-001189,2025-03-06,PO-01189,262.14,26.21,19.35,33.42,1784.51,183.47,7,2025-03-26,null,SP-010
B006001,1,1,1,1,1,4,null,ORD-001190,2025-03-04,PO-01190,408.44,40.84,17.82,45.4,2423.28,245.04,6,2025-03-22,null,SP-019
B002758,1,1,1,2,1,5,null,ORD-001191,2025-03-14,PO-01191,305.27,30.53,10.39,48.06,2877.4,305.3,10,2025-03-20,null,SP-030
B008810,1,1,2,2,1,4,null,ORD-001192,2025-03-07,PO-01192,379.36,37.94,10.8,72.96,1377.36,151.76,4,2025-03-10,null,SP-035
B001486,1,1,3,3,1,4,null,ORD-001193,2025-03-22,PO-01193,272.68,27.27,7.65,31.34,1880.27,190.89,7,2025-03-11,null,SP-032
B009357,1,1,2,1,1,9,null,ORD-001194,2025-03-08,PO-01194,345.39,34.54,11.72,35.29,2757.12,276.32,8,2025-03-03,null,SP-012
B001183,1,1,2,2,1,7,null,ORD-001195,2025-03-24,PO-01195,192.83,19.28,9.21,19.11,965,96.4,5,2025-03-20,null,SP-027
B004312,1,1,2,2,1,7,null,ORD-001196,2025-03-17,PO-01196,108.18,10.82,5.25,11.64,858.88,86.56,8,2025-03-18,null,SP-024
B006732,1,1,2,2,1,3,null,ORD-001197,2025-03-01,PO-01197,197.19,19.72,15.36,8.78,1248.78,118.32,6,2025-03-23,null,SP-001
B003549,1,1,2,3,1,5,null,ORD-001198,2025-03-02,PO-01198,59.82,5.98,12.44,2.36,444.08,41.86,7,2025-03-17,null,SP-023
B005963,1,1,2,2,1,7,null,ORD-001199,2025-03-04,PO-01199,154.85,15.48,19.77,26.96,573.48,61.92,4,2025-03-09,null,SP-004
B001867,1,1,3,2,1,1,null,ORD-001200,2025-03-14,PO-01200,384.56,38.46,5.57,5,2090.1,192.3,5,2025-03-11,null,SP-017
B005729,1,1,2,3,1,6,null,ORD-001201,2025-03-06,PO-01201,13.49,1.35,16.39,1.98,90.02,9.45,7,2025-03-11,null,SP-005
B004907,1,1,1,2,1,9,null,ORD-001202,2025-03-13,PO-01202,382.61,38.26,9.87,75.94,1724.65,191.3,5,2025-03-23,null,SP-001
B002766,1,1,1,1,1,3,null,ORD-001203,2025-03-08,PO-01203,447.17,44.72,13.91,16.5,950.78,89.44,2,2025-03-18,null,SP-017
B004014,1,1,1,3,1,9,null,ORD-001204,2025-03-20,PO-01204,459.76,45.98,6.96,35.15,3764.72,367.84,8,2025-03-18,null,SP-016
B007127,1,1,2,1,1,2,null,ORD-001205,2025-03-21,PO-01205,220.91,22.09,8.49,39.5,1424.5,154.63,7,2025-03-09,null,SP-018
B007380,1,1,1,3,1,2,null,ORD-001206,2025-03-26,PO-01206,391.87,39.19,5.88,36.54,1183.56,117.57,3,2025-03-21,null,SP-015
B005705,1,1,1,1,1,3,null,ORD-001207,2025-03-01,PO-01207,447.2,44.72,13.3,74.21,3341.68,357.76,8,2025-03-11,null,SP-035
B003521,1,1,2,1,1,8,null,ORD-001208,2025-03-09,PO-01208,494.97,49.5,12.73,71.59,1891.52,198,4,2025-03-18,null,SP-003
B003987,1,1,2,1,1,2,null,ORD-001209,2025-03-06,PO-01209,454.92,45.49,5.52,17.59,2896.92,272.94,6,2025-03-03,null,SP-018
B006191,1,1,3,3,1,6,null,ORD-001210,2025-03-03,PO-01210,93.67,9.37,6.28,0.1,411.76,37.48,4,2025-03-24,null,SP-034
B009301,1,1,3,1,1,3,null,ORD-001211,2025-03-09,PO-01211,19.67,1.97,10.2,0.64,189,17.73,9,2025-03-14,null,SP-018
B009125,1,1,3,2,1,9,null,ORD-001212,2025-03-15,PO-01212,29.71,2.97,11.2,1.5,62.36,5.94,2,2025-03-20,null,SP-018
B009785,1,1,2,2,1,1,null,ORD-001213,2025-03-10,PO-01213,13.87,1.39,9.8,1.71,13.55,1.39,1,2025-03-26,null,SP-039
B001637,1,1,3,3,1,7,null,ORD-001214,2025-03-15,PO-01214,439.6,43.96,13.25,11.86,3773.6,351.68,8,2025-03-05,null,SP-007
B003704,1,1,2,3,1,9,null,ORD-001215,2025-03-20,PO-01215,204.1,20.41,7.53,37.74,560.31,61.23,3,2025-03-26,null,SP-022
B005313,1,1,1,1,1,8,null,ORD-001216,2025-03-01,PO-01216,313.64,31.36,5.38,2.58,1027.26,94.08,3,2025-03-03,null,SP-037
B003297,1,1,3,3,1,3,null,ORD-001217,2025-03-23,PO-01217,27.59,2.76,11.09,5.12,252.3,27.6,10,2025-03-02,null,SP-014
B004255,1,1,1,3,1,6,null,ORD-001218,2025-03-13,PO-01218,412.93,41.29,12.88,18.17,2180.25,206.45,5,2025-03-08,null,SP-003
B002657,1,1,1,2,1,2,null,ORD-001219,2025-03-12,PO-01219,165.98,16.6,18.19,32.31,601.08,66.4,4,2025-03-03,null,SP-009
B005922,1,1,1,2,1,2,null,ORD-001220,2025-03-20,PO-01220,244.76,24.48,11.58,11.35,2578.9,244.8,10,2025-03-25,null,SP-017
B008465,1,1,2,3,1,4,null,ORD-001221,2025-03-07,PO-01221,311.44,31.14,7.3,36.67,611.82,62.28,2,2025-03-15,null,SP-030
B004172,1,1,2,1,1,4,null,ORD-001222,2025-03-20,PO-01222,252.21,25.22,18.58,41.05,1654.66,176.54,7,2025-03-18,null,SP-001
B007095,1,1,2,2,1,4,null,ORD-001223,2025-03-15,PO-01223,393.45,39.34,12.23,76.7,2492.63,275.38,7,2025-03-15,null,SP-007
B003956,1,1,2,2,1,9,null,ORD-001224,2025-03-08,PO-01224,413.35,41.34,10.13,59.35,395.34,41.34,1,2025-03-02,null,SP-004
B007058,1,1,3,3,1,4,null,ORD-001225,2025-03-01,PO-01225,101.54,10.15,16.76,7.83,207.72,20.3,2,2025-03-03,null,SP-006
B009446,1,1,1,2,1,4,null,ORD-001226,2025-03-24,PO-01226,142.45,14.24,18.78,17.16,418.59,42.72,3,2025-03-16,null,SP-021
B006775,1,1,2,1,1,5,null,ORD-001227,2025-03-23,PO-01227,260.82,26.08,16.55,31.29,1789.27,182.56,7,2025-03-08,null,SP-010
B004268,1,1,2,2,1,8,null,ORD-001228,2025-03-24,PO-01228,297.32,29.73,11.5,42.82,2273.84,237.84,8,2025-03-03,null,SP-011
B004804,1,1,3,2,1,6,null,ORD-001229,2025-03-03,PO-01229,101.38,10.14,11.85,2.91,1086.1,101.4,10,2025-03-07,null,SP-036
B008050,1,1,2,3,1,5,null,ORD-001230,2025-03-17,PO-01230,475.09,47.51,6.65,83.05,1758.2,190.04,4,2025-03-26,null,SP-025
B009177,1,1,3,1,1,2,null,ORD-001231,2025-03-28,PO-01231,452.06,45.21,6.01,10.08,3897.52,361.68,8,2025-03-21,null,SP-003
B003194,1,1,3,1,1,1,null,ORD-001232,2025-03-13,PO-01232,228.96,22.9,15,24.96,226.9,22.9,1,2025-03-27,null,SP-004
B001647,1,1,2,1,1,8,null,ORD-001233,2025-03-06,PO-01233,95.23,9.52,11.31,6.46,294.87,28.56,3,2025-03-20,null,SP-014
B007599,1,1,1,1,1,5,null,ORD-001234,2025-03-19,PO-01234,286.51,28.65,13.67,16.78,596.76,57.3,2,2025-03-28,null,SP-012
B004102,1,1,3,1,1,3,null,ORD-001235,2025-03-03,PO-01235,294.73,29.47,12.55,32.3,1751.4,176.82,6,2025-03-16,null,SP-035
B007255,1,1,3,3,1,1,null,ORD-001236,2025-03-16,PO-01236,61.32,6.13,14.3,4.02,507.44,49.04,8,2025-03-12,null,SP-005
B003552,1,1,2,3,1,1,null,ORD-001237,2025-03-26,PO-01237,346.66,34.67,11.76,15.88,3289.05,312.03,9,2025-03-13,null,SP-028
B002354,1,1,2,2,1,5,null,ORD-001238,2025-03-01,PO-01238,366.65,36.66,9.12,50.66,1410.6,146.64,4,2025-03-16,null,SP-014
B007402,1,1,2,2,1,6,null,ORD-001239,2025-03-10,PO-01239,190.28,19.03,11.34,19.81,1326.5,133.21,7,2025-03-19,null,SP-002
B003555,1,1,3,2,1,4,null,ORD-001240,2025-03-13,PO-01240,72.86,7.29,9.2,1.55,786,72.9,10,2025-03-21,null,SP-014
B001907,1,1,2,1,1,3,null,ORD-001241,2025-03-05,PO-01241,58.61,5.86,12.98,7.9,509.13,52.74,9,2025-03-07,null,SP-029
B004735,1,1,2,2,1,9,null,ORD-001242,2025-03-04,PO-01242,309.49,30.95,12.06,30.36,3100.8,309.5,10,2025-03-14,null,SP-039
B005089,1,1,1,1,1,4,null,ORD-001243,2025-03-15,PO-01243,450.62,45.06,17.39,5.68,3920,360.48,8,2025-03-19,null,SP-012
B001925,1,1,3,2,1,5,null,ORD-001244,2025-03-27,PO-01244,317.88,31.79,9.94,2.83,2774.72,254.32,8,2025-03-05,null,SP-021
B004252,1,1,1,3,1,9,null,ORD-001245,2025-03-21,PO-01245,122.43,12.24,19.95,12.25,1101.78,110.16,9,2025-03-15,null,SP-027
B004177,1,1,2,2,1,2,null,ORD-001246,2025-03-11,PO-01246,409.05,40.91,13.27,46.1,807.72,81.82,2,2025-03-20,null,SP-026
B001182,1,1,3,3,1,1,null,ORD-001247,2025-03-03,PO-01247,38.81,3.88,10.79,4.73,379.6,38.8,10,2025-03-02,null,SP-036
B008347,1,1,1,1,1,5,null,ORD-001248,2025-03-05,PO-01248,35.25,3.53,18.27,6.01,32.77,3.53,1,2025-03-07,null,SP-024
B004088,1,1,3,1,1,1,null,ORD-001249,2025-03-21,PO-01249,24.73,2.47,11.05,4.89,22.31,2.47,1,2025-03-16,null,SP-028
B002445,1,1,1,1,1,3,null,ORD-001250,2025-03-17,PO-01250,486.23,48.62,19.69,76.89,1831.84,194.48,4,2025-03-02,null,SP-016
B001062,1,1,1,1,1,7,null,ORD-001251,2025-03-18,PO-01251,215.57,21.56,7.66,24.07,639.18,64.68,3,2025-03-22,null,SP-032
B004746,1,1,2,3,1,3,null,ORD-001252,2025-03-25,PO-01252,261.3,26.13,15.1,28.35,2590.8,261.3,10,2025-03-20,null,SP-007
B006652,1,1,2,2,1,2,null,ORD-001253,2025-03-24,PO-01253,287.76,28.78,7.8,50.1,1065.76,115.12,4,2025-03-08,null,SP-003
B005710,1,1,1,2,1,5,null,ORD-001254,2025-03-07,PO-01254,347.05,34.71,11.84,37.32,2411.08,242.97,7,2025-03-25,null,SP-032
B007451,1,1,2,1,1,3,null,ORD-001255,2025-03-06,PO-01255,87.85,8.79,18.33,0.74,95.9,8.79,1,2025-03-26,null,SP-040
B002726,1,1,2,3,1,8,null,ORD-001256,2025-03-09,PO-01256,102.67,10.27,5.1,16.6,289.02,30.81,3,2025-03-14,null,SP-002
B003592,1,1,2,3,1,4,null,ORD-001257,2025-03-14,PO-01257,303.67,30.37,12.77,13.82,1921.32,182.22,6,2025-03-09,null,SP-005
B009519,1,1,3,2,1,9,null,ORD-001258,2025-03-01,PO-01258,201.5,20.15,14.07,5.05,216.6,20.15,1,2025-03-09,null,SP-025
B005869,1,1,2,3,1,3,null,ORD-001259,2025-03-12,PO-01259,366.74,36.67,6.91,24.92,3027.92,293.36,8,2025-03-26,null,SP-010
B002214,1,1,1,3,1,7,null,ORD-001260,2025-03-24,PO-01260,153.6,15.36,16.75,6.95,810.05,76.8,5,2025-03-27,null,SP-017
B007253,1,1,2,2,1,8,null,ORD-001261,2025-03-23,PO-01261,114.42,11.44,6.11,6.73,833.91,80.08,7,2025-03-22,null,SP-001
B004600,1,1,2,3,1,5,null,ORD-001262,2025-03-17,PO-01262,206.34,20.63,19.45,36.34,1715.67,185.67,9,2025-03-07,null,SP-003
B004671,1,1,3,3,1,6,null,ORD-001263,2025-03-05,PO-01263,92.78,9.28,8.16,11.49,633.99,64.96,7,2025-03-23,null,SP-006
B006314,1,1,2,1,1,2,null,ORD-001264,2025-03-24,PO-01264,152.2,15.22,10.44,25.05,427.11,45.66,3,2025-03-04,null,SP-038
B003888,1,1,1,1,1,3,null,ORD-001265,2025-03-12,PO-01265,388.87,38.89,11.06,64.17,363.59,38.89,1,2025-03-25,null,SP-035
B002106,1,1,3,1,1,7,null,ORD-001266,2025-03-20,PO-01266,65.09,6.51,8.2,12.04,119.12,13.02,2,2025-03-16,null,SP-021
B007758,1,1,2,3,1,6,null,ORD-001267,2025-03-27,PO-01267,189.68,18.97,8.33,1.15,207.5,18.97,1,2025-03-06,null,SP-012
B002062,1,1,1,1,1,5,null,ORD-001268,2025-03-06,PO-01268,16.96,1.7,16.89,2.65,80.05,8.5,5,2025-03-17,null,SP-030
B008260,1,1,3,1,1,2,null,ORD-001269,2025-03-13,PO-01269,254.48,25.45,6.07,19.31,521.24,50.9,2,2025-03-25,null,SP-018
B001650,1,1,3,2,1,7,null,ORD-001270,2025-03-25,PO-01270,180.79,18.08,17.28,30.15,843.6,90.4,5,2025-03-06,null,SP-030
B005389,1,1,1,3,1,9,null,ORD-001271,2025-03-01,PO-01271,246.93,24.69,11.58,47.38,1793.92,197.52,8,2025-03-19,null,SP-005
B008047,1,1,2,3,1,6,null,ORD-001272,2025-03-28,PO-01272,232.2,23.22,7.04,5.19,2502.3,232.2,10,2025-03-19,null,SP-023
B006960,1,1,2,2,1,4,null,ORD-001273,2025-03-18,PO-01273,223.2,22.32,12.85,15.59,1609.51,156.24,7,2025-03-12,null,SP-038
B006015,1,1,3,2,1,2,null,ORD-001274,2025-03-26,PO-01274,286.22,28.62,7.73,52.04,1576.8,171.72,6,2025-03-01,null,SP-034
B006101,1,1,2,2,1,3,null,ORD-001275,2025-03-23,PO-01275,191.57,19.16,12.94,3.71,1863.18,172.44,9,2025-03-04,null,SP-024
B004041,1,1,1,3,1,6,null,ORD-001276,2025-03-21,PO-01276,352.92,35.29,8.4,67.68,961.59,105.87,3,2025-03-03,null,SP-008
B003552,1,1,2,1,1,7,null,ORD-001277,2025-03-02,PO-01277,142.14,14.21,13.27,10.97,1163.04,113.68,8,2025-03-19,null,SP-026
B002113,1,1,3,3,1,1,null,ORD-001278,2025-03-26,PO-01278,12,1.2,17.71,2.28,98.28,10.8,9,2025-03-09,null,SP-020
