ASIN,RetailerId,CurrencyId,ProductId,PaymentTypeId,CustomerId,StatusId,GiftId,Order ID,Order Date,Purchase Order Number,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal Tax,Quantity,Ship Date,Item Serial Number
dbbe8215-9,2,4,13,4,22,8,null,7c4521e3,2025-02-07,7ed78ce7-001,201.86,11.12,6.19,14.95,390.13,43.35,1,2025-02-08,13b9afad-5a10-4
cab21a3d-2,5,5,19,4,6,20,118,6935598c,2023-06-22,b2ea6fd7-d90,53.41,43.7,18.11,4.08,24.07,48.55,2,2023-06-27,075a51c3-cde6-4
ba1801b9-9,2,5,20,1,25,12,null,c7e190a0,2023-10-24,2f35ab4a-c13,337.08,30.01,2.34,19.35,228.35,40.51,5,2023-10-28,e850d02d-f9aa-4
b5bf281a-0,4,1,2,4,21,16,32,a4e4403c,2024-06-28,7eeddb69-8c1,467.87,3.8,8.46,11.06,404.7,32.38,1,null,88fd63e7-66c9-4
97212f5f-e,2,2,6,4,3,13,null,0986dfee,2023-06-21,6e77f6b5-0b9,313.77,7.34,13.51,17.99,568.21,48.55,5,null,cc3db8e7-1b4c-4
1438eb20-e,1,4,9,2,21,20,null,a7b8eac6,2024-09-13,ad141fee-f04,220.51,27.31,9.25,26.85,560.03,14.51,4,2024-09-22,7735f8b6-4606-4
27586a12-9,1,3,2,2,25,7,null,3d835aba,2025-01-19,4c8a8332-f47,27.92,25.06,11.57,18.2,446.02,17,3,null,ccf61bd8-9a76-4
64002fca-e,3,1,6,2,2,10,46,2914a55c,2024-10-14,20464952-980,121.62,27.53,3.04,0.82,153.97,44.35,4,2024-10-24,3a2d43e4-bd4a-4
1ae22002-9,2,1,14,3,21,13,null,32fb5611,2023-06-30,0e237730-7fc,184.85,39.12,19.1,12.83,21.85,17.44,3,2023-07-10,5e516ebd-52a6-4
5aa2cf15-d,4,2,20,2,8,5,120,9bc777bf,2022-12-25,986c536b-360,58.99,27.75,16.96,9.96,52.48,28.13,2,2022-12-29,d4929bb1-6367-4
3926c8fb-c,1,3,5,4,11,14,80,d7b999cc,2022-09-05,27d527c2-c73,283.52,12.12,11.37,6.71,198.84,4.13,2,2022-09-15,765db887-3f50-4
ba4e16da-b,3,1,6,1,7,13,null,5c63f60a,2024-08-07,75cc5ea0-a43,73.81,40.32,4.44,20.93,390.63,20.8,1,2024-08-09,f6516605-e640-4
4b5c27a2-f,1,2,3,3,14,6,95,d785a2db,2024-05-08,d9a72d5f-2ea,356.07,22.58,16.09,25.52,277.8,3.24,1,null,8ea72ea8-ae3f-4
3f032bee-6,5,1,17,2,24,10,60,a2bb14cc,2022-09-10,c29c00f8-349,318.2,6.13,7.72,14.9,67.06,1.57,3,2022-09-13,480000cd-f4c0-4
f48f255b-8,1,3,8,3,8,18,86,eef30b9e,2024-04-01,05206d01-785,492.4,44.23,13.57,22.31,156.11,3.98,4,2024-04-09,07ef3eed-a6ea-4
19d1c64f-d,5,4,15,4,11,18,null,1fa58d40,2025-03-08,9367c393-404,119.09,47.49,2.24,1.45,239.31,18.55,4,null,482c9a65-fbf1-4
83575a2c-2,3,1,19,2,19,10,41,05b4d1b4,2024-04-15,2525b8a4-02e,213.64,11.84,4.15,2.34,331.28,25.55,5,2024-04-22,e63bab07-028f-4
6cb7a8e6-a,5,5,12,1,22,15,null,26a03839,2023-12-30,62ca9382-b38,345.51,45.77,15.81,14.34,242.59,21.99,4,2024-01-07,6ba6c527-1e42-4
82648146-a,3,2,7,2,22,10,null,e89da97b,2024-05-20,7f5efcd6-226,131.21,38.25,1.99,16.16,102.69,8.16,4,2024-05-21,b6d81ce1-0c63-4
3400d9c6-7,2,5,8,3,7,12,68,0e1f6e8d,2023-12-04,65dcf8ac-055,448.58,45.89,19.62,11.67,118.21,46.08,5,2023-12-10,0f40ae57-38d1-4
50873967-4,5,1,12,1,6,4,null,deb47aac,2023-04-27,3cdc1148-be3,187.57,10.26,5.96,25.89,159.3,27.72,1,2023-04-28,bc44aeb0-4879-4
9e5e46c1-a,3,1,1,1,16,10,null,3eae84e9,2022-11-19,10e16e22-800,464.75,24.04,4.35,9.22,15.68,1.25,2,2022-11-22,61b87784-b879-4
f707cc21-5,2,3,17,3,20,1,86,c222fdeb,2022-05-01,b714e4e0-a33,467.53,44.31,3.06,16.75,102,10.61,2,2022-05-03,b630f9fd-f1cb-4
951f3a36-a,4,2,3,4,17,12,71,f08185e3,2022-05-03,e0e8b719-c4b,450.31,48.15,1.07,29.08,347.51,11.26,3,2022-05-04,65647805-5ffa-4
6cdded4f-8,5,5,17,4,1,8,null,1d2e4ffd,2024-03-05,efc51d65-bfb,112.61,13.14,11.12,20.72,62.01,6.76,5,2024-03-08,d8d6a6cb-b1d5-4
e02722a7-e,5,4,20,1,25,11,null,db494cba,2022-05-02,76826664-31f,145.16,31.06,4.05,0.26,138.35,25.12,1,2022-05-10,ef028b85-3515-4
56ef3a0a-6,5,2,6,1,16,14,null,51b4818d,2024-10-23,665d6de4-98f,352.12,6.73,18.47,22.23,437.92,9.3,4,2024-10-28,2cde7932-82ab-4
64eebe75-4,4,5,9,4,22,5,null,bba14858,2023-03-24,7f5422a9-90a,106.06,22.01,19.68,2.69,529.39,8.94,1,2023-03-29,30a947b4-91a9-4
290a9848-4,1,4,9,2,16,19,null,faa494e9,2024-12-02,44931c63-a89,252.9,1.59,10.61,2.19,140.25,14.84,3,2024-12-11,356d6884-864d-4
ec257775-8,3,3,3,4,18,1,105,7035022e,2023-05-23,fbe42e20-d4e,487.27,21.72,7.47,12.82,437.83,24.4,2,2023-05-31,328216d9-977d-4
62b9ca6a-0,4,4,6,3,5,1,null,b388fcda,2023-02-18,bc197411-f36,229.98,24.43,0.73,2.91,445.66,27.15,3,2023-02-25,3d706732-4c65-4
81d07d61-c,4,4,20,2,19,5,null,99705ff6,2025-03-19,7d8bfccc-129,375.38,5.09,15.48,10.51,395.04,37.72,5,null,38a73ecb-79e5-4
52422dd2-1,2,5,12,1,20,1,89,f1e1349b,2024-08-23,730cf760-b12,387.71,24.17,4.92,19.62,248.73,13.07,4,null,059cb12b-6148-4
70bf1017-e,3,1,7,2,11,20,66,10cb052f,2025-01-04,0a8428ea-c55,211.31,1.96,7.11,16.63,240,29.67,5,null,ce6d395c-9baa-4
b5c19809-a,2,5,2,4,25,7,null,dcf80ed5,2023-08-10,fb258c0a-c8f,396.25,7.34,15.62,12.55,62.6,28.51,4,2023-08-14,44845643-4d89-4
2be13033-6,1,1,10,4,14,9,null,97a001cf,2024-05-29,86d5928a-b86,223.57,10.27,3.16,14.65,541.52,39.5,5,2024-06-04,445078be-40e5-4
d427d280-e,2,1,12,3,21,9,null,98b17cec,2023-11-25,935cebd4-838,380.63,29.19,5.39,12.42,445.55,24.1,1,2023-11-26,9260ee7d-9c7e-4
ecaafe91-3,3,1,1,3,25,1,113,806771d5,2023-12-07,fcddfa68-19f,394.36,41.37,6.92,27.11,417.71,41.21,5,2023-12-16,c23a639a-faed-4
e4b771d6-3,2,5,15,3,15,10,null,e29f53a1,2023-06-16,6d6e094c-747,238.83,27.95,19.35,29.5,542.23,14,5,2023-06-18,2283a561-25a9-4
5e1735ae-c,4,3,2,4,10,13,56,96e85d71,2023-11-08,5b31b895-318,353.22,31.48,17.08,6.25,592.93,12.85,5,2023-11-17,95de9205-ba67-4
a9504d4f-9,1,5,8,1,10,18,93,a9610c3e,2022-08-04,29669fe2-7d0,46.24,41.28,2.78,5.54,595.46,4.04,2,2022-08-13,67698315-da43-4
96e04c0e-9,4,3,1,1,25,9,59,63272fdb,2024-02-01,df377061-aa4,49.58,46.86,4.88,9.24,451.87,11.36,1,2024-02-09,0d160dac-e6d5-4
0689ff2a-a,2,5,14,4,17,5,41,fad184b9,2023-08-22,286c9760-fb1,41.3,39.76,0.28,17.2,507.3,34.22,1,null,99a1d2d7-a34c-4
0b7b7f06-4,5,4,1,1,4,3,92,67259e5a,2022-06-23,a1624286-213,205.14,7.64,15.29,29.18,589.84,36.32,1,2022-06-29,65f3ded3-7802-4
0c357722-e,1,2,9,2,7,18,null,89205ede,2023-08-01,47d3b63f-4c7,245.51,38.38,1.59,9.79,294.78,33.34,2,2023-08-10,4d4c3b12-fdcd-4
8b4ab2c8-2,4,5,8,3,11,8,68,dc5b45b1,2022-09-03,4c270bfd-ab6,335,36.82,11.94,5.71,371.31,17.25,4,2022-09-07,9f0f2f46-2294-4
43e78299-9,3,2,14,3,8,3,39,2f028904,2024-08-11,b72ac11d-b5b,73.49,30.15,7.59,20.28,94.31,43.74,3,2024-08-15,3b9144c4-3c7a-4
5eaf3a1c-4,4,1,2,4,12,17,null,9897a045,2024-10-14,1ce6dfa4-a27,413.01,7.32,17.86,14.8,236.69,42.77,5,2024-10-19,ef43f5c1-61d7-4
09bace56-9,2,4,4,3,1,12,null,9ecbc649,2022-06-21,102d3ffd-c4d,19.66,42.66,1.68,5.39,449.13,23.22,4,null,8390cff6-edc5-4
2b921e10-7,1,5,10,4,6,17,null,ab0bb568,2025-03-15,02af35d8-561,364.41,24.76,7.51,26.37,60.22,38.86,2,null,5088b9cf-fcbf-4
06561a1f-4,1,2,8,4,8,7,null,855b74f1,2022-09-23,864142f5-9ec,219.15,38.76,5.37,11.49,313.85,42.39,4,2022-09-29,7010b20f-8ec9-4
ef0d8562-6,1,3,13,3,24,3,null,59a52487,2023-04-30,e5478002-e89,401.41,1.02,2.09,29.6,71.27,15.01,3,null,6b086d1a-478a-4
32dd0299-a,5,1,4,1,5,6,null,d543c639,2024-06-03,b44d1852-7de,421.92,4.94,19.87,2.48,447.93,45.02,4,2024-06-11,b0380d48-0eaa-4
23c0fdec-1,4,5,9,1,14,12,112,02bac702,2023-05-27,3611ebf6-c1b,104.56,25.25,3.63,20.67,419.32,3.06,5,2023-06-06,229b62a1-822d-4
b9f312a5-4,2,1,1,3,22,1,null,67335bce,2022-10-13,bf5d4665-c45,94.9,33.65,5.11,27.99,67.89,15.07,2,2022-10-17,2012eeb5-8b52-4
9ac9a028-a,3,5,3,1,25,17,83,c865ea60,2023-07-17,b3cdfa7a-8cd,239.17,27.43,1.4,20.94,316.25,6.6,2,null,facdf698-680e-4
d1dda696-2,1,2,10,4,19,12,120,03b4dc2f,2023-06-17,a6fdaaec-8f1,347.91,18.16,12.99,27.39,535.05,16.65,1,2023-06-20,27f008aa-318e-4
6a63103b-4,2,1,11,3,8,11,57,741ea38a,2022-04-06,b6acb4b6-068,394.32,49.55,16.2,24.84,336.02,7.31,4,2022-04-07,d23623be-9bd0-4
3d7766f3-b,5,5,14,1,14,8,null,341682bc,2024-12-08,bf4b96ac-e3f,409.1,8.24,3.98,7.14,595.8,12.44,2,2024-12-12,2cd2f7fa-45c6-4
0aceb763-e,5,5,18,4,5,6,null,40c182f9,2023-01-06,769c74d6-d7b,363.29,10.52,11.3,16.27,590.19,43.4,5,2023-01-14,ea9ac74c-a622-4
4ff8278f-4,2,2,4,1,10,20,null,4c066394,2024-03-23,5eb2d6cf-d4c,498.48,15.17,16.83,6.63,377.78,19.37,5,2024-03-25,6b8b177d-e060-4
9c490db5-2,2,2,19,2,2,18,59,881402a8,2023-10-03,94731f5c-a55,204.75,8.85,8.65,24.04,281.52,4.32,3,2023-10-12,320aa048-866a-4
f894260a-0,5,2,3,2,8,5,null,311c883f,2024-05-02,8b940bab-ab3,187.57,46.08,17.54,22.7,594.34,17.1,5,2024-05-06,c5afd8e6-d1b4-4
740fcfde-9,3,3,2,4,7,10,47,6c240243,2023-01-18,8c4bd7e3-90d,13.22,16.8,5.4,25.76,10.92,35.38,1,2023-01-25,399d43b9-09f7-4
e928d94b-c,2,3,2,4,6,19,null,dc55d888,2023-07-08,1a11a8b7-ba8,272.55,27.74,13.13,18.32,472.18,20.78,3,2023-07-11,c13eb3f3-d334-4
58d7054e-d,2,3,13,3,1,17,41,9c125aba,2024-03-15,8dcf53e5-770,30.94,30.18,11.67,29.12,162.15,4.89,5,2024-03-24,b442731d-c989-4
76a2ccab-4,5,5,16,4,3,18,42,9f18483a,2024-08-28,00728422-400,348.52,7.03,16.42,21.17,78.93,18.34,3,2024-08-31,ed6ddd39-af26-4
c7328f97-7,1,2,18,1,11,9,63,cc157e77,2023-09-16,bae3b3da-c90,463.85,14.77,10.48,16.2,522.75,36.4,3,2023-09-18,89957fa2-0338-4
d0e65dbb-3,2,1,6,3,8,4,60,17811aa0,2022-03-27,11124300-ede,485.89,42.67,3.99,3,455.65,29.42,4,2022-04-04,dbbc86c7-721a-4
68f56f9c-c,4,4,6,2,4,14,72,3f9bd698,2023-05-15,17a6caad-8c1,355.96,24.45,11.24,10.87,19.8,39.34,4,null,5cb4292f-61f8-4
c81a2019-1,3,1,5,2,4,3,null,b05dd805,2025-02-12,770a8f12-780,175.3,11.48,16.57,28.72,300.91,32.48,2,2025-02-19,bbd37314-74dd-4
e01d9cf7-b,5,2,10,3,20,13,null,e535587a,2023-01-27,cf328b5f-b18,222.03,6.45,14.89,25.26,174.29,43.69,5,2023-02-06,2b911f51-f50f-4
9a1d5291-9,1,4,7,4,22,5,null,b4828972,2023-11-06,323cdd08-bba,371,16.45,17.47,4.11,499.62,7.02,1,null,a0ce440e-d2af-4
6e0db980-5,4,3,13,1,23,13,112,3cfe4375,2023-06-08,aa0ba6a7-9f7,483.44,17.38,18.7,23.46,536.26,43.62,3,2023-06-09,fbb01f01-3070-4
b43127f2-8,1,3,17,2,1,20,58,5bcad4aa,2024-12-03,4d21317d-0e2,311.32,47.62,2.38,7.66,502.05,5.71,1,2024-12-09,b8347bbc-6bd6-4
8c268d54-7,3,3,13,2,16,18,null,47e2a154,2024-05-15,37fac86d-b28,270.93,39.21,18.75,17.13,61.41,24.26,5,2024-05-20,ab3433d6-ce5f-4
f114bd28-c,3,1,12,3,6,6,58,62cbc792,2022-09-10,055d0a49-f8c,148.57,14.01,6.12,29.21,218.05,33.48,3,2022-09-16,ee87e559-41d2-4
ed4425e9-b,5,4,7,4,8,4,39,e50e42ec,2024-01-12,8d14a294-881,290.9,41.11,13.71,0.19,432.94,48.91,4,2024-01-15,5a96dd45-5a8a-4
7d2165e2-7,2,2,13,4,18,12,null,ef4c4f3d,2024-12-02,a158ad49-6a3,460.14,5.31,5.97,14.59,532.15,17.5,5,2024-12-07,65dfa963-6f7d-4
a5cab830-7,5,2,18,1,20,19,null,963f30e3,2023-07-17,6bd52c11-1eb,9.38,15.12,13,7.45,67.9,16.85,3,2023-07-26,69fb05e8-666d-4
c9e94a31-5,2,3,12,3,2,4,62,f30d7a5a,2024-03-17,27ba7997-c49,207.27,32.57,9.25,5.04,394.19,1.07,1,null,23369f31-7d94-4
6c0ec096-6,5,3,9,4,7,9,null,0f2042c4,2022-04-04,ca012da9-0a4,27.75,15.97,7.62,13.92,148.69,47.79,4,2022-04-13,db8ba28c-9eb6-4
ce2a6354-a,1,2,15,4,20,3,69,54b44d00,2022-08-07,33ecde4b-51f,328.07,18.59,15.1,26.14,101.7,24.51,3,null,dfafd708-0d2b-4
327ce7fa-1,4,2,20,3,2,18,94,7e89bcc5,2022-10-06,110928c7-fb9,229.09,37.04,10.11,14.14,181.43,3.51,4,2022-10-09,7c17767f-e7b4-4
f45e93f7-0,3,5,19,1,4,8,null,0d2f0276,2025-02-02,505cf461-d6c,69.92,10.02,10.91,2.91,434.16,29.74,5,2025-02-10,41b21b37-15e8-4
c74fc532-3,4,4,16,1,4,7,112,fe538fe0,2024-01-09,29ffe405-226,468.78,17.51,8.59,9.83,558.64,21.36,1,2024-01-19,b2b6cc52-eb9f-4
9ea7cafc-9,5,5,16,3,21,8,104,e3f9fb4d,2024-10-29,1ad499a6-fc4,208.23,19.62,9.83,28.35,579.7,14.51,4,2024-11-01,fe8d063d-dbdb-4
fc213d7e-3,1,3,6,3,25,12,116,6a03ccee,2024-09-19,6aeaf7d6-bf5,275.93,14.69,17.6,6.73,582.73,11.04,1,2024-09-24,0c90ca75-596b-4
68804d79-b,2,4,18,4,22,1,null,898a2fb1,2023-08-06,a7788cc5-f03,224.94,10.99,11.16,27.28,362.14,33.25,1,null,1fe094fc-b2c3-4
c236824d-2,5,4,5,2,21,14,105,8f4b7fee,2024-09-23,cc2eed0c-2a6,422.53,42.5,12.33,6.72,165.45,33.62,5,2024-09-29,dc5ab444-5b6d-4
5460c025-9,3,2,17,1,12,12,null,16713836,2023-08-28,73bd2574-d7f,389.61,8.23,3.18,14.25,553.15,20.48,3,2023-08-30,ea1aacb7-b00d-4
08f9cb56-3,4,4,11,1,24,7,null,9a4e5408,2022-09-24,2340e4cd-bcf,205.61,29.94,13.06,5.17,343.4,14.45,1,2022-09-28,f2856ddf-83bc-4
d95b89e0-a,3,1,10,1,23,10,96,72b4d891,2024-04-18,8f765756-98f,403.54,21.94,5.24,10,245.92,24.8,1,2024-04-22,3f1bf8c6-19d7-4
19aca6bf-3,1,4,4,1,15,17,33,351daa32,2024-07-21,2265c137-4a8,50.36,19.46,1.86,20.13,171.1,49.22,1,null,58052d3b-c0a0-4
82baeee6-2,3,3,11,2,19,20,null,c585d1b1,2023-04-19,e18c57aa-2e0,417.71,36.82,18.62,14.69,551.12,42.81,1,2023-04-27,82c77bc3-688c-4
3633afe3-1,2,4,15,1,16,8,null,7243ea64,2023-08-20,58380155-76d,458.5,17.23,9.55,9.11,84.28,17.76,4,2023-08-21,021f05f3-ae4c-4
a83af76f-a,5,3,15,1,25,18,null,f0fe18fa,2022-07-03,ceb95bd5-e87,358.28,32.51,16.02,22.14,471.65,38.11,5,2022-07-04,45a03991-3993-4
a11fefb1-5,3,1,19,2,1,10,71,c96dbef7,2024-11-27,b8353764-772,466.43,37.22,5.52,3.8,365.5,27.97,2,2024-12-01,0dbb66ce-0122-4
b50ce016-9,1,3,20,3,12,19,null,dfa270b1,2025-01-01,41f2f2d0-1a4,399.27,33.33,2.16,14.54,524.68,26.57,5,null,a4431334-23e0-4
741790f9-e,3,4,8,2,8,3,null,a5376ae2,2024-12-08,73b2a121-8d3,414.75,10.55,0.19,24.58,380.72,42.01,3,2024-12-15,ee71e982-7305-4
6acd1935-e,5,2,5,1,18,5,84,3f695a06,2024-08-24,2993edf1-886,53.08,29.34,10.18,2.24,72.25,50,1,null,9a0c4d3c-97b9-4
de374ba9-6,3,2,5,4,3,5,89,b722af48,2024-02-09,baa2768f-7cc,309.67,33.51,6.78,8.16,461.79,18.19,1,null,363a949d-c3d6-4
a9d7b16a-8,3,4,10,3,5,20,96,5da359fd,2023-02-15,34062a92-b69,330.66,22.92,10.7,9.84,106.27,39.09,2,null,bdb91967-c562-4
0ef37b71-9,4,2,18,4,18,10,null,e358343e,2022-09-08,1f85cd56-25a,91.38,43.69,18.45,18.49,429.83,27.46,3,2022-09-11,aed91b2c-768c-4
50750cfd-5,4,5,6,3,19,18,106,5dd155be,2023-02-14,742d85f7-0e5,339.57,24.48,14.27,5.32,509.51,9.74,2,2023-02-19,55b421f7-02ab-4
588f74d4-0,1,3,14,2,8,16,44,0837b1e3,2024-06-26,4ee3e6c1-71a,454.6,41.24,5.7,29.38,409.42,27.68,5,null,fccba027-8a18-4
4a70f2df-1,4,2,4,1,9,14,34,7aadd6f0,2024-10-20,9f8dcd09-1a4,53.22,11.85,10.07,23.65,153.88,24.99,5,2024-10-27,5af460b6-3230-4
a676a314-5,1,3,17,2,2,20,null,4f5a13eb,2024-02-13,7fb1d2a7-164,377.21,31.92,10.48,7.14,221.48,12.92,2,2024-02-21,9cff7b18-3a38-4
740ae03b-b,2,3,19,4,4,3,110,f0619ce4,2024-08-17,36cc12ff-ef3,413.12,14.87,14.03,10.65,88.28,14.54,5,null,f5512765-d8c0-4
9b3de775-a,5,3,6,2,23,7,66,9dd0f64f,2024-10-11,78d1c609-99f,337.17,38.61,10.57,4.41,393.85,36.25,5,2024-10-15,97eb6623-d303-4
97350cd2-4,4,1,17,3,20,12,88,fb7e4a46,2022-03-26,b2b670e5-d10,94.56,27.85,2.18,28.26,310.05,32.08,5,2022-04-04,02ce95c3-7d66-4
b1a1c87d-e,3,5,10,2,5,6,null,de429896,2023-03-06,210ec2b9-19f,296.07,22.39,1.14,17.64,21.35,18.14,1,2023-03-09,b2413056-a506-4
75c3dad7-6,5,2,19,2,9,19,34,412952a1,2023-05-13,9f499ec6-77d,216.96,19.9,0.86,10.48,475.26,22.42,2,2023-05-17,b854c50e-225b-4
e3adc56e-6,5,1,17,3,21,6,33,2ca02f77,2023-09-05,2972ca74-691,28,48.25,12.88,7.11,518.61,45.28,2,2023-09-07,cfa7c2db-e2b1-4
ddce22df-6,1,5,11,2,19,9,null,9e70d32b,2025-01-20,ade081d1-d5c,71.34,32.57,12.96,13.51,253.29,20.93,1,null,ae31791f-3bc4-4
cd0f1e6a-6,5,5,15,3,24,2,84,accd56fe,2024-03-03,4b7e1cf1-91e,43.18,33.39,12.84,24.9,544.14,22.93,1,null,d3e566c3-7999-4
117a1c53-5,1,2,14,1,16,13,null,6455a0c0,2024-03-06,19a712ea-af2,361.79,13.43,16.64,26.79,12.15,37.3,2,2024-03-11,540894c3-2703-4
c5a0cc67-2,3,4,9,3,8,9,null,3dbe9ab7,2022-04-11,d681dcf9-924,200.73,31.39,5.83,4.9,396.26,35.85,2,2022-04-14,911b956b-de6f-4
68afeb68-6,4,4,6,1,18,16,null,5a87538b,2024-04-27,e7ba6ab5-582,269.5,45.43,14.61,12.46,504.02,27.07,4,2024-04-29,f4a716fc-0a09-4
3f2c2f2c-3,3,3,13,3,3,6,null,f31f2683,2023-09-25,fecbcb80-a2d,419.45,31.74,19.81,24.17,299.72,24.88,4,2023-09-28,fbc422de-404a-4
a46e5504-d,1,2,16,3,18,8,null,2d42bcaf,2022-12-18,8eb47b72-262,196.19,29.64,7.26,18.95,29.04,8.51,1,null,f96ecdf4-1140-4
1ceaadd0-8,4,3,19,3,24,15,119,8340a937,2022-12-24,0ca07169-106,404.34,18.03,5.62,13.44,435.46,37.75,3,2022-12-28,84f7c6d6-9b34-4
e885a74f-6,2,4,2,1,25,4,116,ba168514,2023-08-11,0c5c80b6-a87,111.61,10.94,7.41,22.46,281.76,26.05,5,2023-08-12,35dac32f-c4c5-4
c61b80d9-9,2,2,15,2,13,4,null,1d1e47b1,2022-12-14,185262d4-e30,278.5,12.06,11.25,21.37,97.67,17.49,3,2022-12-22,487ce13b-4385-4
02fc595b-4,5,1,19,3,18,15,null,7edede2a,2024-03-14,20f63960-6da,63.96,26.5,18.88,18.41,290.83,36.85,5,2024-03-18,5494ac49-bc3f-4
7b2e03c1-a,2,5,15,1,3,8,null,e5912994,2024-08-30,c31ac065-7cd,274.32,24.73,3.68,7.77,581.12,24.71,3,2024-09-01,397fd037-7766-4
d03eacdf-9,1,4,6,3,5,12,95,5ffe0c28,2022-05-02,27bdebf1-e3d,78.25,23.43,7.86,17.36,94.72,44.75,5,2022-05-09,7afde3d7-5d6c-4
71fbcc3c-0,4,3,9,1,6,2,41,db1f25c2,2025-02-10,e3ca8ef6-e17,466.68,15.03,7.42,5.28,557.81,10.89,5,2025-02-20,2a8c8eb6-94f8-4
65b87506-2,2,2,6,4,12,4,87,7975f2b7,2022-10-20,5ec6b3f2-825,459.37,17.28,18.86,4.9,275.1,1.59,1,2022-10-26,2e3cc9c8-a48e-4
cc3c7585-5,3,5,15,4,14,2,null,50cae5e0,2025-02-02,ca80e36a-11b,428.15,45,1.65,27.59,596.39,40.5,4,null,ec5c97bf-042c-4
666d848e-d,3,5,2,4,21,9,114,02e08e82,2023-11-02,996faefe-78d,98.74,25.84,15.15,7.44,301.26,22.37,1,2023-11-10,3865bbd8-dbf5-4
3b291224-0,1,5,19,4,5,15,32,323993ea,2022-08-09,c62fe102-d17,232.43,38.47,12.02,22.23,152.65,36.75,1,2022-08-14,e7a48a63-80da-4
52c9d12b-0,3,5,4,1,16,14,119,336355cb,2024-12-18,3e7865ab-19c,228.97,29.51,14.18,5.27,587.95,41.88,4,2024-12-27,51077809-4d8e-4
a0fec4ea-2,1,5,3,4,4,2,113,5ff742aa,2022-06-30,c3638088-bea,22.13,17.01,11.82,3.48,81.98,18.9,3,2022-07-01,2c727a2e-d133-4
e7da19ed-0,5,1,12,1,7,9,111,3397fb3c,2022-10-20,d52e6198-9e8,24.58,29.4,1.7,25.38,44.93,45.47,5,2022-10-25,a2fb973c-b547-4
0510058f-6,1,5,1,2,3,4,71,42ed935b,2024-07-01,dc906cfd-a51,415.02,37.16,7.81,19.36,459.29,17.09,2,2024-07-10,dd5b55be-450f-4
77ffa9bf-9,3,3,15,1,22,18,84,69d60c46,2025-02-28,add7ee57-78b,291.78,3.18,1.73,5.61,46.99,47.42,1,2025-03-09,81fea87b-588e-4
516403dc-c,4,5,8,1,12,18,62,aa4b44b8,2022-04-02,f1df4d6c-edd,98.63,6.85,16.09,16.42,104.38,43.26,3,2022-04-09,699d5f36-0e79-4
e17885e5-d,2,1,13,4,20,11,35,6d082199,2022-10-08,ec8659a5-f1e,155.26,19.54,15.79,7.4,544.49,23.99,2,null,eeac4da6-ec77-4
92b4f388-5,3,2,3,2,6,18,38,52ad6261,2024-03-26,ec33ef1a-a2c,368.62,8.12,10.4,28.58,148.9,48.55,2,2024-04-05,3e2fb5bc-d641-4
a5a50fda-d,3,2,1,2,20,16,118,bb8df2a5,2023-06-02,c9ec3e4d-123,201.34,25.57,17.61,13.05,48.49,30.53,4,2023-06-10,e31bed5a-3284-4
f6e4e01a-2,3,3,6,3,5,7,null,bc508d5b,2024-01-22,b5776856-54d,44.48,1.18,12.52,20.62,550.53,35.45,2,2024-01-27,595b945e-56d5-4
382975a6-4,1,1,7,1,22,11,null,b8215586,2024-09-26,2c97a794-d79,396.59,49.66,7.61,19.45,231.21,36.12,3,2024-09-29,8f63d0ac-009d-4
de8d6ac1-6,4,5,8,2,7,17,null,af71601a,2022-10-18,980cceb2-ae3,133.92,45.34,4.48,9,117.65,7.79,3,null,c5186eb5-41f4-4
12c01c8e-0,3,4,10,1,1,18,null,21b4b6d7,2022-06-12,54323f44-8b1,259.14,41.83,14.67,1.16,521.6,24.52,1,2022-06-21,6f6811de-a98f-4
c57167c2-6,1,5,16,3,16,12,null,478efe81,2024-01-26,b3338806-bdc,255.82,49.02,19.56,23.56,216.24,11.99,4,null,10dea023-35a8-4
51073f6e-e,2,3,7,1,24,3,null,dd0a95ce,2024-10-29,e62d9932-946,411.86,22.65,8.27,2.82,589.92,47.89,4,2024-11-01,cc0c91c9-52d1-4
74fa6a6e-c,2,3,11,4,2,4,null,0b2d0244,2023-03-31,f05cdffe-efa,252.46,47.52,11.67,18.03,378.11,44.41,4,2023-04-02,53a5f166-924a-4
7ff45038-4,5,5,12,1,18,20,null,e605d0f6,2023-12-06,fc7fa9de-017,59.3,42.74,4.76,28.02,185.43,18.21,5,2023-12-09,72eb6f08-9717-4
2e1f5205-9,2,4,11,1,9,16,null,9b97af0e,2023-09-06,3d44c0a8-f2d,384.28,8.01,10.8,17.41,61.56,37.48,5,2023-09-13,e7b6d660-7dae-4
2d4ba179-e,2,5,11,2,21,16,63,29d71e6a,2023-01-24,d365fc3c-e93,100.7,18.1,6.78,0.03,98.52,24.98,2,2023-02-01,773aeeb5-263b-4
143be573-9,1,4,17,4,24,19,null,74d5b6a9,2023-02-23,0d07902a-8c6,309.84,43.5,18.81,1.79,440.6,38.31,2,2023-02-28,9bb29684-7e39-4
718b6f57-1,3,3,13,1,10,14,112,81ce4145,2022-06-05,dd4304e2-ad8,493.39,44.54,3.38,28.07,48.45,35.68,2,null,763e87b9-82c0-4
e32d19cd-6,1,3,3,2,3,12,33,109b6ffa,2024-07-19,09cb60fa-dc2,213.79,7.52,5.2,14.08,173.91,44.02,1,2024-07-23,034d570a-5712-4
