Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number,Salesperson ID,Store Manager ID
Amazon,ORD-001095,2025-03-18,PO-01095,USD,63.57,6.36,13.5,7.76,621.7,635.7,63.6,B008252,Refurbished,10,Credit Card,Shipped,Pending,2025-03-26,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-4774,Sample Product,,,,,SP-006,SM-001
Amazon,ORD-001096,2025-03-01,PO-01096,USD,314.7,31.47,8.58,17.12,2303.35,2202.9,220.29,B004203,New,7,PayPal,Pending,Delivered,2025-03-27,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-3935,Sample Product,,,,,SP-035,SM-004
Amazon,ORD-001097,2025-03-25,PO-01097,USD,434.41,43.44,11.96,49.72,2140.65,2172.05,217.2,B007169,New,5,PayPal,Cancelled,In Transit,2025-03-16,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-6652,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-001098,2025-03-17,PO-01098,USD,422.73,42.27,10.81,84.38,3425.58,3804.57,380.43,B005723,Used - Like New,9,Gift Card,Cancelled,Pending,2025-03-20,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-2398,Sample Product,,,,,SP-006,SM-001
Amazon,ORD-001099,2025-03-01,PO-01099,USD,374.6,37.46,6.74,15.85,3565.89,3371.4,337.14,B002206,New,9,Credit Card,Shipped,In Transit,2025-03-02,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-4860,Sample Product,,,,,SP-035,SM-004
Amazon,ORD-001100,2025-03-13,PO-01100,USD,144.23,14.42,7.69,24.83,1338.2,1442.3,144.2,B003745,New,10,Gift Card,Pending,In Transit,2025-03-15,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-8763,Sample Product,,,,,SP-004,SM-001
Amazon,ORD-001101,2025-03-25,PO-01101,USD,394.28,39.43,16.89,53.26,2282.7,2365.68,236.58,B004603,Refurbished,6,Gift Card,Shipped,In Transit,2025-03-06,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-7490,Sample Product,,,,,SP-022,SM-003
Amazon,ORD-001102,2025-03-02,PO-01102,USD,125.09,12.51,18.07,6.21,394.17,375.27,37.53,B009830,Refurbished,3,Gift Card,Cancelled,In Transit,2025-03-08,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-8310,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-001103,2025-03-11,PO-01103,USD,384.18,38.42,18.2,31.57,782.06,768.36,76.84,B006402,New,2,PayPal,Pending,In Transit,2025-03-22,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-9759,Sample Product,,,,,SP-038,SM-005
Amazon,ORD-001104,2025-03-13,PO-01104,USD,492.5,49.25,16.85,60.66,1443.27,1477.5,147.75,B006920,New,3,Credit Card,Shipped,In Transit,2025-03-08,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-6030,Sample Product,,,,,SP-018,SM-002
Amazon,ORD-001105,2025-03-22,PO-01105,USD,136.74,13.67,14.12,21.84,385.71,410.22,41.01,B001952,New,3,Credit Card,Shipped,Pending,2025-03-14,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-3555,Sample Product,,,,,SP-027,SM-003
Amazon,ORD-001106,2025-03-09,PO-01106,USD,267.47,26.75,11.95,50.49,974.92,1069.88,107.0,B003285,New,4,Gift Card,Shipped,Delivered,2025-03-08,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-5089,Sample Product,,,,,SP-016,SM-002
Amazon,ORD-001107,2025-03-04,PO-01107,USD,337.75,33.77,16.51,52.96,637.12,675.5,67.54,B006773,Used - Like New,2,Credit Card,Shipped,Delivered,2025-03-03,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-7218,Sample Product,,,,,SP-022,SM-003
Amazon,ORD-001108,2025-03-12,PO-01108,USD,440.19,44.02,10.12,13.04,4711.7,4401.9,440.2,B003481,New,10,Credit Card,Shipped,In Transit,2025-03-15,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-6196,Sample Product,,,,,SP-003,SM-001
Amazon,ORD-001109,2025-03-20,PO-01109,USD,192.97,19.3,6.55,22.73,1895.4,1929.7,193.0,B002798,New,10,Gift Card,Cancelled,Delivered,2025-03-04,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-5622,Sample Product,,,,,SP-036,SM-004
Amazon,ORD-001110,2025-03-18,PO-01110,USD,485.88,48.59,14.3,9.27,5252.0,4858.8,485.9,B003765,Used - Like New,10,PayPal,Cancelled,Delivered,2025-03-15,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-7833,Sample Product,,,,,SP-003,SM-001
Amazon,ORD-001111,2025-03-01,PO-01111,USD,495.32,49.53,14.11,34.01,2554.2,2476.6,247.65,B004628,Refurbished,5,Credit Card,Shipped,Delivered,2025-03-09,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-3067,Sample Product,,,,,SP-036,SM-004
Amazon,ORD-001112,2025-03-15,PO-01112,USD,271.41,27.14,12.54,53.62,734.79,814.23,81.42,B008743,Refurbished,3,PayPal,Pending,Pending,2025-03-16,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-7541,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-001113,2025-03-14,PO-01113,USD,212.19,21.22,10.49,16.69,1300.32,1273.14,127.32,B007132,Refurbished,6,Credit Card,Pending,Delivered,2025-03-18,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-6885,Sample Product,,,,,SP-012,SM-002
Amazon,ORD-001114,2025-03-10,PO-01114,USD,481.07,48.11,5.68,38.13,982.1,962.14,96.22,B005178,New,2,PayPal,Shipped,Pending,2025-03-04,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-3096,Sample Product,,,,,SP-024,SM-003
Amazon,ORD-001115,2025-03-16,PO-01115,USD,201.19,20.12,6.49,20.72,1203.54,1207.14,120.72,B004339,Used - Like New,6,PayPal,Pending,Delivered,2025-03-06,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-6715,Sample Product,,,,,SP-040,SM-005
Amazon,ORD-001116,2025-03-16,PO-01116,USD,204.88,20.49,12.74,31.98,966.95,1024.4,102.45,B003569,New,5,Credit Card,Shipped,Delivered,2025-03-16,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-8922,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-001117,2025-03-24,PO-01117,USD,160.36,16.04,12.15,8.06,336.68,320.72,32.08,B002611,Refurbished,2,Credit Card,Shipped,Delivered,2025-03-12,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-4795,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-001118,2025-03-28,PO-01118,USD,244.91,24.49,17.28,11.53,773.61,734.73,73.47,B003022,Used - Like New,3,PayPal,Cancelled,In Transit,2025-03-10,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-1551,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-001119,2025-03-03,PO-01119,USD,479.52,47.95,9.71,30.76,1986.84,1918.08,191.8,B001254,Used - Like New,4,Gift Card,Pending,In Transit,2025-03-04,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-4812,Sample Product,,,,,SP-030,SM-004
Amazon,ORD-001120,2025-03-20,PO-01120,USD,58.61,5.86,8.87,9.94,54.53,58.61,5.86,B003423,Refurbished,1,PayPal,Pending,Pending,2025-03-01,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-1680,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-001121,2025-03-20,PO-01121,USD,243.58,24.36,14.78,19.09,1244.25,1217.9,121.8,B006575,Refurbished,5,Credit Card,Shipped,Pending,2025-03-01,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-1945,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-001122,2025-03-21,PO-01122,USD,343.05,34.3,9.78,42.47,669.76,686.1,68.6,B005940,Refurbished,2,Credit Card,Pending,In Transit,2025-03-19,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-1115,Sample Product,,,,,SP-011,SM-002
Amazon,ORD-001123,2025-03-06,PO-01123,USD,319.87,31.99,6.73,22.84,1316.08,1279.48,127.96,B002494,Refurbished,4,Credit Card,Pending,Delivered,2025-03-28,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-3943,Sample Product,,,,,SP-009,SM-001
Amazon,ORD-001124,2025-03-05,PO-01124,USD,93.84,9.38,7.17,17.3,257.76,281.52,28.14,B006562,Refurbished,3,Gift Card,Shipped,Delivered,2025-03-15,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-3638,Sample Product,,,,,SP-012,SM-002
Amazon,ORD-001125,2025-03-12,PO-01125,USD,341.34,34.13,6.81,10.8,2917.36,2730.72,273.04,B004446,Used - Like New,8,Gift Card,Cancelled,Delivered,2025-03-01,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-4093,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-001126,2025-03-01,PO-01126,USD,430.52,43.05,16.62,5.86,1403.13,1291.56,129.15,B005090,Refurbished,3,PayPal,Cancelled,Delivered,2025-03-20,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-3748,Sample Product,,,,,SP-036,SM-004
Amazon,ORD-001127,2025-03-20,PO-01127,USD,482.5,48.25,8.02,44.57,1458.54,1447.5,144.75,B008166,New,3,PayPal,Cancelled,Delivered,2025-03-25,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-2059,Sample Product,,,,,SP-022,SM-003
Amazon,ORD-001128,2025-03-11,PO-01128,USD,492.27,49.23,8.5,68.03,946.94,984.54,98.46,B009454,New,2,PayPal,Shipped,Pending,2025-03-17,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-5669,Sample Product,,,,,SP-017,SM-002
Amazon,ORD-001129,2025-03-08,PO-01129,USD,119.92,11.99,6.18,12.77,833.98,839.44,83.93,B007914,New,7,Credit Card,Shipped,Pending,2025-03-22,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-3176,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-001130,2025-03-14,PO-01130,USD,257.05,25.71,12.72,17.52,2121.92,2056.4,205.68,B008568,Used - Like New,8,Credit Card,Cancelled,Delivered,2025-03-09,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-4721,Sample Product,,,,,SP-027,SM-003
Amazon,ORD-001131,2025-03-15,PO-01131,USD,173.85,17.39,12.57,9.84,907.0,869.25,86.95,B006950,New,5,Credit Card,Pending,In Transit,2025-03-11,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-8443,Sample Product,,,,,SP-034,SM-004
Amazon,ORD-001132,2025-03-27,PO-01132,USD,235.74,23.57,14.65,41.91,1739.2,1885.92,188.56,B001662,New,8,PayPal,Cancelled,Pending,2025-03-19,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-8054,Sample Product,,,,,SP-020,SM-003
Amazon,ORD-001133,2025-03-25,PO-01133,USD,388.34,38.83,16.08,69.15,716.04,776.68,77.66,B006368,Refurbished,2,Credit Card,Shipped,Delivered,2025-03-28,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-6172,Sample Product,,,,,SP-001,SM-001
Amazon,ORD-001134,2025-03-07,PO-01134,USD,113.87,11.39,9.84,15.33,549.65,569.35,56.95,B005234,Refurbished,5,PayPal,Cancelled,Delivered,2025-03-27,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-2 - Tracking-5829,Sample Product,,,,,SP-017,SM-002
Amazon,ORD-001135,2025-03-27,PO-01135,USD,426.36,42.64,19.76,67.47,4015.3,4263.6,426.4,B006877,New,10,PayPal,Pending,Pending,2025-03-02,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-1916,Sample Product,,,,,SP-003,SM-001
Amazon,ORD-001136,2025-03-17,PO-01136,USD,277.33,27.73,16.54,2.56,2722.5,2495.97,249.57,B005228,Used - Like New,9,Credit Card,Pending,Delivered,2025-03-25,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-6553,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-001137,2025-03-14,PO-01137,USD,224.37,22.44,17.81,3.72,1944.72,1794.96,179.52,B002863,Used - Like New,8,PayPal,Shipped,In Transit,2025-03-20,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-4863,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-001138,2025-03-07,PO-01138,USD,249.08,24.91,13.09,39.98,936.04,996.32,99.64,B008752,Used - Like New,4,Gift Card,Cancelled,Pending,2025-03-12,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-4875,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-001139,2025-03-22,PO-01139,USD,203.83,20.38,19.51,17.3,1241.46,1222.98,122.28,B006962,Refurbished,6,Gift Card,Pending,Pending,2025-03-01,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-6050,Sample Product,,,,,SP-031,SM-004
Amazon,ORD-001140,2025-03-03,PO-01140,USD,70.26,7.03,9.31,11.23,660.6,702.6,70.3,B006259,Refurbished,10,Gift Card,Pending,Pending,2025-03-24,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-7144,Sample Product,,,,,SP-032,SM-004
Amazon,ORD-001141,2025-03-21,PO-01141,USD,490.5,49.05,10.78,34.83,504.72,490.5,49.05,B001868,Refurbished,1,Credit Card,Shipped,In Transit,2025-03-27,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-5605,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-001142,2025-03-10,PO-01142,USD,344.03,34.4,8.46,44.73,2669.6,2752.24,275.2,B005165,Refurbished,8,PayPal,Cancelled,Delivered,2025-03-25,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-4056,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-001143,2025-03-18,PO-01143,USD,366.04,36.6,6.29,52.83,2798.48,2928.32,292.8,B008614,Refurbished,8,Credit Card,Cancelled,In Transit,2025-03-10,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-1124,Sample Product,,,,,SP-009,SM-001
Amazon,ORD-001144,2025-03-11,PO-01144,USD,39.64,3.96,8.53,5.16,307.52,317.12,31.68,B009467,Used - Like New,8,Credit Card,Pending,Pending,2025-03-27,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-2003,Sample Product,,,,,SP-004,SM-001
Amazon,ORD-001145,2025-03-27,PO-01145,USD,488.71,48.87,11.44,17.51,4160.56,3909.68,390.96,B006077,Refurbished,8,Gift Card,Cancelled,Pending,2025-03-09,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-6937,Sample Product,,,,,SP-002,SM-001
Amazon,ORD-001146,2025-03-28,PO-01146,USD,243.5,24.35,10.81,10.26,257.59,243.5,24.35,B005418,Refurbished,1,Credit Card,Shipped,Delivered,2025-03-11,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-2342,Sample Product,,,,,SP-017,SM-002
Amazon,ORD-001147,2025-03-16,PO-01147,USD,345.27,34.53,8.29,7.95,2602.95,2416.89,241.71,B004916,Used - Like New,7,Gift Card,Shipped,Pending,2025-03-21,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-6675,Sample Product,,,,,SP-038,SM-005
Amazon,ORD-001148,2025-03-09,PO-01148,USD,465.56,46.56,16.99,48.22,3711.2,3724.48,372.48,B005398,Used - Like New,8,Gift Card,Cancelled,Pending,2025-03-21,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-1800,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-001149,2025-03-06,PO-01149,USD,213.03,21.3,13.59,28.24,618.27,639.09,63.9,B007973,Refurbished,3,PayPal,Pending,Pending,2025-03-09,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-3385,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-001150,2025-03-25,PO-01150,USD,96.8,9.68,5.59,10.62,287.58,290.4,29.04,B001473,Used - Like New,3,Credit Card,Shipped,In Transit,2025-03-21,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-1970,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-001151,2025-03-19,PO-01151,USD,123.68,12.37,7.62,18.53,705.12,742.08,74.22,B005930,Refurbished,6,Gift Card,Pending,Delivered,2025-03-15,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-1865,Sample Product,,,,,SP-025,SM-003
Amazon,ORD-001152,2025-03-13,PO-01152,USD,414.17,41.42,8.53,40.77,3318.56,3313.36,331.36,B003598,Refurbished,8,PayPal,Pending,Pending,2025-03-20,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-5933,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-001153,2025-03-04,PO-01153,USD,105.53,10.55,6.64,15.09,302.97,316.59,31.65,B001326,Refurbished,3,Gift Card,Pending,Delivered,2025-03-22,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-9504,Sample Product,,,,,SP-021,SM-003
Amazon,ORD-001154,2025-03-04,PO-01154,USD,328.35,32.84,16.17,55.5,3056.9,3283.5,328.4,B002580,Used - Like New,10,PayPal,Shipped,Delivered,2025-03-28,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-1637,Sample Product,,,,,SP-019,SM-003
Amazon,ORD-001155,2025-03-14,PO-01155,USD,100.03,10.0,15.81,3.39,853.12,800.24,80.0,B004444,New,8,Credit Card,Shipped,In Transit,2025-03-06,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-4520,Sample Product,,,,,SP-009,SM-001
Amazon,ORD-001156,2025-03-02,PO-01156,USD,63.78,6.38,13.7,4.21,329.75,318.9,31.9,B007458,New,5,Gift Card,Shipped,In Transit,2025-03-04,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-8767,Sample Product,,,,,SP-038,SM-005
Amazon,ORD-001157,2025-03-09,PO-01157,USD,475.42,47.54,12.27,60.88,2772.48,2852.52,285.24,B007018,Refurbished,6,PayPal,Shipped,Pending,2025-03-26,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-1156,Sample Product,,,,,SP-005,SM-001
Amazon,ORD-001158,2025-03-06,PO-01158,USD,457.05,45.71,15.41,50.43,1809.32,1828.2,182.84,B003330,New,4,Gift Card,Pending,In Transit,2025-03-22,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-9112,Sample Product,,,,,SP-020,SM-003
Amazon,ORD-001159,2025-03-22,PO-01159,USD,430.24,43.02,8.72,81.97,2347.74,2581.44,258.12,B006798,Used - Like New,6,PayPal,Pending,Delivered,2025-03-25,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-1266,Sample Product,,,,,SP-026,SM-003
Amazon,ORD-001160,2025-03-18,PO-01160,USD,485.71,48.57,13.93,91.94,1327.02,1457.13,145.71,B006223,Refurbished,3,Gift Card,Cancelled,Delivered,2025-03-01,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-7888,Sample Product,,,,,SP-009,SM-001
Amazon,ORD-001161,2025-03-01,PO-01161,USD,237.65,23.77,6.06,11.77,1747.55,1663.55,166.39,B004493,Refurbished,7,PayPal,Cancelled,Delivered,2025-03-22,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-7 - Tracking-4567,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-001162,2025-03-10,PO-01162,USD,20.44,2.04,9.0,3.36,133.84,143.08,14.28,B008430,New,7,PayPal,Pending,Delivered,2025-03-13,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-7382,Sample Product,,,,,SP-027,SM-003
Amazon,ORD-001163,2025-03-09,PO-01163,USD,389.55,38.96,10.01,11.19,1251.96,1168.65,116.88,B008978,Refurbished,3,Gift Card,Shipped,In Transit,2025-03-07,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-2785,Sample Product,,,,,SP-032,SM-004
Amazon,ORD-001164,2025-03-05,PO-01164,USD,57.57,5.76,16.74,10.42,264.55,287.85,28.8,B009047,Refurbished,5,PayPal,Cancelled,Pending,2025-03-09,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-4834,Sample Product,,,,,SP-028,SM-004
Amazon,ORD-001165,2025-03-19,PO-01165,USD,252.92,25.29,19.58,9.95,1341.3,1264.6,126.45,B001737,Refurbished,5,Credit Card,Shipped,In Transit,2025-03-18,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-8641,Sample Product,,,,,SP-030,SM-004
Amazon,ORD-001166,2025-03-06,PO-01166,USD,131.14,13.11,8.5,18.06,504.76,524.56,52.44,B007402,Used - Like New,4,Credit Card,Pending,Pending,2025-03-10,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-1833,Sample Product,,,,,SP-039,SM-005
Amazon,ORD-001167,2025-03-25,PO-01167,USD,148.82,14.88,8.93,22.31,565.56,595.28,59.52,B004040,Used - Like New,4,PayPal,Shipped,In Transit,2025-03-08,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-7087,Sample Product,,,,,SP-006,SM-001
Amazon,ORD-001168,2025-03-21,PO-01168,USD,291.82,29.18,15.57,55.98,1325.1,1459.1,145.9,B003597,New,5,Gift Card,Cancelled,In Transit,2025-03-20,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-8364,Sample Product,,,,,SP-003,SM-001
Amazon,ORD-001169,2025-03-20,PO-01169,USD,311.31,31.13,8.87,43.74,2090.9,2179.17,217.91,B007168,Used - Like New,7,Gift Card,Shipped,In Transit,2025-03-22,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-3195,Sample Product,,,,,SP-037,SM-005
Amazon,ORD-001170,2025-03-01,PO-01170,USD,30.87,3.09,7.07,4.27,118.76,123.48,12.36,B008057,Used - Like New,4,Credit Card,Shipped,In Transit,2025-03-02,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-3 - Tracking-8518,Sample Product,,,,,SP-004,SM-001
Amazon,ORD-001171,2025-03-17,PO-01171,USD,44.28,4.43,9.11,0.06,194.6,177.12,17.72,B008161,Refurbished,4,Gift Card,Cancelled,Pending,2025-03-15,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-4 - Tracking-8224,Sample Product,,,,,SP-008,SM-001
Amazon,ORD-001172,2025-03-12,PO-01172,USD,339.94,33.99,10.63,8.1,1829.15,1699.7,169.95,B005484,Used - Like New,5,Credit Card,Pending,Delivered,2025-03-13,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-6 - Tracking-7108,Sample Product,,,,,SP-030,SM-004
Amazon,ORD-001173,2025-03-28,PO-01173,USD,352.33,35.23,5.09,3.77,3837.9,3523.3,352.3,B007733,Refurbished,10,Credit Card,Pending,In Transit,2025-03-26,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-10 - Tracking-6595,Sample Product,,,,,SP-003,SM-001
Amazon,ORD-001174,2025-03-22,PO-01174,USD,466.39,46.64,8.05,36.6,4764.3,4663.9,466.4,B006848,Used - Like New,10,Gift Card,Cancelled,In Transit,2025-03-11,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-8 - Tracking-5734,Sample Product,,,,,SP-012,SM-002
Amazon,ORD-001175,2025-03-25,PO-01175,USD,449.15,44.91,5.16,69.58,3395.84,3593.2,359.28,B008828,New,8,Credit Card,Cancelled,Pending,2025-03-06,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-7371,Sample Product,,,,,SP-015,SM-002
Amazon,ORD-001176,2025-03-12,PO-01176,USD,227.91,22.79,11.24,5.05,982.6,911.64,91.16,B004890,New,4,PayPal,Pending,Delivered,2025-03-11,Standard,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-1 - Tracking-6682,Sample Product,,,,,SP-031,SM-004
Amazon,ORD-001177,2025-03-10,PO-01177,USD,243.89,24.39,17.76,32.78,235.5,243.89,24.39,B004480,New,1,Gift Card,Shipped,Delivered,2025-03-14,Same Day,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-9 - Tracking-9144,Sample Product,,,,,SP-030,SM-004
Amazon,ORD-001178,2025-03-10,PO-01178,USD,492.47,49.25,5.82,2.46,4853.34,4432.23,443.25,B009400,New,9,Credit Card,Cancelled,In Transit,2025-03-28,Expedited,"123 Main St, City, State, ZIP","456 Billing St, City, State, ZIP",Carrier-5 - Tracking-3890,Sample Product,,,,,SP-032,SM-004
